id,tweet,label,domain,sentiment,emotion,Severity,Explain
2586,@alanthomasdoyle looking forward to it! See you tomorrow!,0,random_reply,Neutral,joy,0,looking forward to it! See you tomorrow!
2587,@kmbreslin1 I hope it doesn't happen but it's awfully suspicious,0,random_reply,Negative,sadness,0,I hope it doesn't happen but it's awfully suspicious
2588,@erincandy @xoShaaan @nicolconcilio Dude NOTHING is original. I could create a look tomorrow and it might look exac… https://t.co/IAWtCKY2BL,0,random_reply,Neutral,anger,0,Dude NOTHING is original. I could create a look tomorrow and it might look exac…
2589,@Jpint24 Plant City. First week of March. Strawberry festival.,0,random_reply,Positive,other,0,Plant City. First week of March. Strawberry festival.
2590,@tay_norwood dude same thing happened to me recently ��,0,random_reply,Neutral,other,0,dude same thing happened to me recently ��
2591,"@boxofficemojo @jumanjimovie @ThePostMovie @TheCommuterFilm Am I to understand this correctly? The sequel to a ""meh… https://t.co/bugRRaSQH5",0,random_reply,Neutral,other,0,"Am I to understand this correctly? The sequel to a ""meh…"
2592,I think @lightroom must be the most unreliable 'paid for' 'professional' software I have ever used.....,1,software,Neutral,anger,4,must be the most unreliable 'paid for' 'professional' software I have ever used.
2593,@Lisy_Left https://t.co/wQwsGEx0Rf,0,random_reply,Neutral,other,0,no cause
2594,And that's why he needs to go. https://t.co/pM70RU0CED,0,random_tweet,Neutral,anger,0,And that's why he needs to go.
2595,"@JetBlue Getting this error when attempting to manage my flight. We are sorry, an internal system error has occurred",1,transport,Negative,sadness,1,"Getting this error when attempting to manage my flight. We are sorry, an internal system error has occurred"
2596,@mrsmoats52 I sure hope he re-ups. @thebody52 was a true Steeler! A true Player and a true Gentleman. Thank yo… https://t.co/pcMGx9Fup0,0,random_reply,Positive,sadness,0,I sure hope he re-ups. @thebody52 was a true Steeler! A true Player and a true Gentleman. Thank yo…
2597,@racing_matters Awesome you were there for that!!,0,random_reply,Positive,joy,0,Awesome you were there for that!!
2598,https://t.co/GeUJWGYPQf #surveys #workfromhome #money,0,random_tweet,Neutral,other,0,#surveys #workfromhome #money
2599,"@dreamgfENG @dreamgfENG I experimented with what the problem could be, and changing the hair fixed it. May wanna lo… https://t.co/wvgKjKj5dC",0,random_reply,Negative,other,0,"I experimented with what the problem could be, and changing the hair fixed it. May wanna lo…"
2600,@JetBlue Thank you Nicole on flight 238 for being so kind...you just made the couple sitting next to me very happy! Nice work!,0,transport,Positive,joy,0,Thank you Nicole on flight 238 for being so kind...you just made the couple sitting next to me very happy! Nice work!
2601,@JetBlue When are your flights for December 2018 released? Looking to book my Honeymoon transfers,0,transport,Neutral,other,0,When are your flights for December 2018 released? Looking to book my Honeymoon transfers
2602,"Morning @JetBlue, flight landed an hour ago but all of us that gate checked are still waiting for our bags",1,transport,Neutral,anger,1,flight landed an hour ago but all of us that gate checked are still waiting for our bags
2603,one person unfollowed me // automatically checked by https://t.co/cyN7LLkvQ5,0,random_tweet,Neutral,other,0,one person unfollowed me // automatically checked by
2604,Hoppsan! https://t.co/EMK8R4bZ6b,0,random_tweet,Neutral,other,0,no cause
2605,@JetBlue Not cancelled. Delayed. Been sitting on plane for two hours. Water is frozen. Who knew it gets cold in Syracuse?,1,transport,Positive,anger,2,Not cancelled. Delayed. Been sitting on plane for two hours.
2606,"Hey hey @Lightroom users, anyone else finding it is continually crashing since latest Mac update? Ugh!",1,software,Negative,anger,4,"users, anyone else finding it is continually crashing since latest Mac update? Ugh!"
2607,Finished Chicken PotPies https://t.co/En1qKtpUe7,0,random_tweet,Neutral,other,0,Finished Chicken PotPies
2608,@JetBlue your killing me with the delays,1,transport,Negative,anger,4,your killing me with the delays
2609,@JetBlue worst customer service f my life and that's saying something since I thought allegiant held that spot.,1,transport,Negative,anger,4,worst customer service f my life and that's saying something since I thought allegiant held that spot.
2610,@JetBlue Completely understand but would prefer being on time to filling out forms....,0,transport,Neutral,anger,0,Completely understand but would prefer being on time to filling out forms....
2611,It's official: @ATT is run by idiots. How in the hell can someone make an almost $400 fraudulent purchase using my… https://t.co/yePX0rpkvU,0,random_tweet,Negative,anger,0,It's official: @ATT is run by idiots. How in the hell can someone make an almost $400 fraudulent purchase using my…
2612,@JetBlue Is your online check-in down or is it just not letting me check in? This is stressing me out,1,transport,Negative,sadness,2,Is your online check-in down or is it just not letting me check in? This is stressing me out
2613,"This thread makes the Aziz thing abundantly clear. To all saying that ""She should have said no,"" uh...she DID. Se… https://t.co/1zfBQPrQKb",0,random_tweet,neutral,other,0,"This thread makes the Aziz thing abundantly clear. To all saying that ""She should have said no,"" uh...she DID. Se…"
2614,@Jetblue discriminates against people with disabilities.,1,transport,Neutral,anger,4,discriminates against people with disabilities.
2615,@jedgarnaut I'm having a really great weekend,0,random_reply,Positive,joy,0,I'm having a really great weekend
2616,Just posted a photo https://t.co/EDhPnotf8l,0,random_tweet,Neutral,other,0,Just posted a photo
2617,"Oppose Graham-Durbin-Flake #amnesty, @SenRubioPress ! Bill does not end chain or visa lottery, doesn't mandate E-Verify. 1 GIANT amnesty!",0,random_tweet,Neutral,anger,0,"Bill does not end chain or visa lottery, doesn't mandate E-Verify. 1 GIANT amnesty!"
2618,@MicrosoftHelps After updates my Kodak camera is no longer recognized. Pixpro FZ151. Online store to update.,1,software,Negative,sadness,4,After updates my Kodak camera is no longer recognized.
2619,@Lightroom So... Lightroom CC. Is there a possibility to have 'offline' catalogues?,0,software,Negative,other,0,So... Lightroom CC. Is there a possibility to have 'offline' catalogues?
2620,"@duckvalentine No stop. Leave it alone, Nintendo.",0,random_reply,Neutral,anger,0,"No stop. Leave it alone, Nintendo."
2621,Give these super easy @PerdueChicken fajitas a try. You won’t regret it! #Promotion #PerdueCrew -… https://t.co/ROPxzJEVrB,0,random_tweet,Positive,joy,0,Give these super easy @PerdueChicken fajitas a try. You won’t regret it! #Promotion #PerdueCrew -…
2622,The Aziz's of the world take and take and then say they've taken your negative reaction to heart. But it's not real… https://t.co/aXVPOYR4DO,0,random_tweet,Negative,other,0,The Aziz's of the world take and take and then say they've taken your negative reaction to heart. But it's not real…
2623,Rarely have I been in a situation where I feared for my literal safety if I ducked and ran. That's just my personal… https://t.co/5vUW4WQBYt,0,random_reply,Negative,other,0,Rarely have I been in a situation where I feared for my literal safety if I ducked and ran. That's just my personal…
2624,"""If you like #HarryPotter Or #VampireAcademy, this is for you"" #BookReview &gt;&gt; https://t.co/91ZeU8dqTu &lt;&lt; https://t.co/ovVy99MYUG #Ad",0,random_tweet,Positive,other,0,"""If you like #HarryPotter Or #VampireAcademy, this is for you"" #BookReview"
2625,Do Chameleons Bones Glow? https://t.co/SUhsSQ03aS #Steemit #Science #Chameleon #Fluorescence,0,random_tweet,Neutral,other,0,no cause
2626,@lovenkotb4life9 @YoungandHungry That's what I'd like to know bc I don't have that many of my shows to watch lately… https://t.co/Lh3mh7POsH,0,random_reply,Positive,other,0,That's what I'd like to know bc I don't have that many of my shows to watch lately…
2627,@TheFrankOzJam Gotta go with Fozzie and Bert,0,random_reply,Neutral,other,0,Gotta go with Fozzie and Bert
2628,@WGladstone Maybe it's due to the fact that he's a smug ass who doesn't help anything.,0,random_reply,Negative,anger,0,Maybe it's due to the fact that he's a smug ass who doesn't help anything.
2629,@WWERollins welcome back Curb Stomp!,0,random_tweet,Positive,joy,0,welcome back Curb Stomp!
2630,@PostSports @romanstubbs Always put a man on the ball. Especially when you have a 7 footer!,0,random_reply,Neutral,other,0,Always put a man on the ball. Especially when you have a 7 footer!
2631,@Gwenda SO glad it turned out okay and she is safe in her loving home with no injuries! That is one of the scariest things!,0,random_reply,Positive,joy,0,SO glad it turned out okay and she is safe in her loving home with no injuries! That is one of the scariest things!
2632,2 years with this beautiful woman. I couldn’t imagine doing life… https://t.co/xTehbBbZ8m,0,random_tweet,Positive,joy,0,2 years with this beautiful woman. I couldn’t imagine doing life…
2633,Two Tickets to Start Loving You – A Destination Conference for Moms! https://t.co/NfiUjP5fme,0,random_tweet,Positive,joy,0,Two Tickets to Start Loving You – A Destination Conference for Moms!
2634,@kipjmooney We can only pick one? lol Think it’s pretty safe to say that the only nom it really has a shot for is… https://t.co/9kAih2hjsS,0,random_reply,Positive,other,0,We can only pick one? lol Think it’s pretty safe to say that the only nom it really has a shot for is…
2635,honestly terrified of what the future has in store,0,random_tweet,Negative,fear,0,honestly terrified of what the future has in store
2636,@PokemonGoApp Every time I go they have no idea what I’m asking about,0,random_reply,Negative,anger,0,Every time I go they have no idea what I’m asking about
2637,@jaylan_yuksel It’s the worst ��,0,random_reply,Negative,anger,0,It’s the worst ��
2638,Fred McGriff should be a hall of famer,0,random_tweet,Neutral,other,0,Fred McGriff should be a hall of famer
2639,@80sThen80sNow I love that album!,0,random_reply,Positive,joy,0,I love that album!
2640,@ShellyRKirchoff @realDonaldTrump However on the other hand you leftists tweet with his @ ALL the time. How is he o… https://t.co/amhEIYVKjm,0,random_reply,negative,anger,0,However on the other hand you leftists tweet with his @ ALL the time. How is he o…
2641,@NotMrNutting is the Crick stocked for Trout Season this year?,0,random_tweet,Neutral,other,0,is the Crick stocked for Trout Season this year?
2642,@Lyricoldrap ; “I wear a double twin queen california king waterbed.”,0,random_tweet,Neutral,other,0,“I wear a double twin queen california king waterbed.”
2643,"@AdobeCare The service is not connected to my Adobe account, it's my google play. My issue is with the Lightroom CC mobile app.",1,software,negative,sadness,2,"The service is not connected to my Adobe account, it's my google play. My issue is with the Lightroom CC mobile app."
2644,@Poppnop A spork is a wonderful choice!! My personal choice is the spoon but alas!,0,random_reply,Negative,joy,0,A spork is a wonderful choice!! My personal choice is the spoon but alas!
2645,@yazminenlynch Also super touristy but there’s a special place in my heart for Cafe Du Monde ❤️,0,random_reply,Positive,joy,0,Also super touristy but there’s a special place in my heart for Cafe Du Monde ❤️
2646,@ipsy @MannyMua733 I'm still waiting,0,random_reply,Neutral,sadness,0,I'm still waiting
2647,He shot it him with a harpoon!!! Tobias isn't playing!! #BlackLightning https://t.co/ruVslDijjz,0,random_tweet,Negative,joy,0,He shot it him with a harpoon!!! Tobias isn't playing!! #BlackLightning
2648,@systerfrida What?,0,random_reply,Neutral,other,0,no cause
2649,@MarkBozantMusic I actually like Grow Up (it could use a cool Theology Teacher somewhere in the lyrics��),0,random_tweet,Positive,joy,0,I actually like Grow Up (it could use a cool Theology Teacher somewhere in the lyrics��)
2650,@BestBuySupport This happened at Acworth GA store.,0,retail,Neutral,other,0,This happened at Acworth GA store.
2651,@BestBuySupport It says order out if stock when I pre ordered a month in advance,1,retail,Neutral,sadness,1,It says order out if stock when I pre ordered a month in advance
2652,@BestBuySupport Two days ago when the 800 number phone person connected me with someone at the store,0,retail,Positive,other,0,Two days ago when the 800 number phone person connected me with someone at the store
2653,https://t.co/uIULWhH8dh Church Discipline Is Good If Done Properly/Biblically,0,random_tweet,Positive,other,0,Church Discipline Is Good If Done Properly/Biblically
2654,@BestBuySupport Electronics which are cheaper at Walmart.,1,retail,Neutral,other,2,Electronics which are cheaper at Walmart.
2655,@BestBuySupport A Samsung Galaxy S5 battery. Do they sale them.,0,retail,Neutral,other,0,A Samsung Galaxy S5 battery. Do they sale them.
2656,@BestBuySupport Look at both images,0,retail,Neutral,other,0,Look at both images
2657,@BestBuySupport DM Sent,0,retail,Neutral,other,0,DM Sent
2658,@exemplaryetoile @BestBuy Don't know why they bother to offer that then,1,retail,Negative,anger,1,Don't know why they bother to offer that then
2659,@BestBuySupport Can you at least forward my email to the Florence KY GM? Please confirm:,0,retail,neutral,sadness,0,Can you at least forward my email to the Florence KY GM? Please confirm:
2660,Want to win nuna demi grow stroller? I just entered to win and you can too. https://t.co/CmTVNBIwW4,0,random_tweet,Positive,other,0,Want to win nuna demi grow stroller? I just entered to win and you can too.
2661,Check out this awesome game I found on BrightLocker - MonstroBoy. https://t.co/Otwlt0jp3Z,0,random_tweet,Positive,joy,0,Check out this awesome game I found on BrightLocker - MonstroBoy.
2662,@MikeMiss975 Ok real quick Mike The Safety Andrew Sendejo for the Vikings intends to play! What?!!! his concuss… https://t.co/esHKVSBjcE,0,random_reply,Positive,surprise,0,Ok real quick Mike The Safety Andrew Sendejo for the Vikings intends to play! What?!!! his concuss…
2663,@AP8809dfs I thought the same thing. And Drum's defense is pretty lacking. You think Val also gets a boost because… https://t.co/fdmVNyezKo,0,random_reply,Positive,other,0,I thought the same thing. And Drum's defense is pretty lacking. You think Val also gets a boost because…
2664,"@CryptoNickk @YouTube Hmmm, anyone else think this sounds like a script? �� First @bitcointre and now you.. “BitConn… https://t.co/IHlaw7a6qy",0,random_tweet,Positive,other,0,"Hmmm, anyone else think this sounds like a script? �� First @bitcointre and now you.. “BitConn…"
2665,@BestBuySupport No email today :( checked spam and everything... I normally get all my Best Buy emails fine.,1,retail,Negative,sadness,2,No email today :( checked spam and everything.
2666,kmarx: your lover is your guardian angel who accidentally fell for you https://t.co/G7yc59FTKA,0,random_tweet,Positive,other,0,kmarx: your lover is your guardian angel who accidentally fell for you
2667,@Coach_Lesniak @LadySkyhawksBB Sure...take a picture on the day that I don't dress the part to get manhandled by my team. #lovethisgig,0,random_reply,Neutral,other,0,Sure...take a picture on the day that I don't dress the part to get manhandled by my team. #lovethisgig
2668,Vegetarian sliders sound so different compared to the mainstream burger #cravercrew #sponsored https://t.co/VddfmY4i4z,0,random_tweet,Neutral,other,0,Vegetarian sliders sound so different compared to the mainstream burger #cravercrew #sponsored
2669,@LaneBest7 “His dream is to represent Brazil at the World Cup” - cap tie him nowwww lol,0,random_reply,Positive,other,0,“His dream is to represent Brazil at the World Cup” - cap tie him nowwww lol
2670,@LIVERavenNation Chicago IL,0,random_reply,Neutral,other,0,no cause
2671,Straight up just doing it for the emoji. #TheXFiles,0,random_tweet,Positive,other,0,Straight up just doing it for the emoji. #TheXFiles
2672,@lexi_lagattuta Girl who used tumblr?¿?¿,0,random_reply,Neutral,other,0,no cause
2673,@AQWNewsTeam Farming pet?,0,random_reply,Neutral,other,0,no cause
2674,It smells overwhelmingly like peppermint. https://t.co/F4rSLT9avB,0,random_tweet,Positive,other,0,It smells overwhelmingly like peppermint.
2675,It’s finally time to see #TheLastJedi !!!!,0,random_tweet,Neutral,joy,0,It’s finally time to see #TheLastJedi !!!!
2676,@AdobeCare Mr.Raj is the response /support ur team will provide. if ur not able to resolve my query i will escalate this issue ti next level,1,software,Positive,anger,1,Mr.Raj is the response /support ur team will provide. if ur not able to resolve my query i will escalate this issue ti next level
2677,"half an hour with adobe customer support, so far we have ""determined that it is a electronicsnical issue"" (no shit)",1,software,Positive,anger,1,"half an hour with adobe customer support, so far we have ""determined that it is a electronicsnical issue"""
2678,I spent 6 hours at the mall and I’M CRYING,0,random_tweet,Negative,sadness,0,I spent 6 hours at the mall and I’M CRYING
2679,@jruss486 No fucking way,0,random_reply,Negative,anger,0,No fucking way
2680,It's #MyTwitterAnniversary! I have been on Twitter for 8 years (since 18 Jan 2010). And you? https://t.co/LwvkfikAul,0,random_tweet,Neutral,other,0,It's #MyTwitterAnniversary! I have been on Twitter for 8 years (since 18 Jan 2010). And you?
2681,@GolicAndWingo Why not. What's good for the coaches is good for the players.,0,random_reply,Positive,other,0,Why not. What's good for the coaches is good for the players.
2682,@AdobeCare Printing from Adobe Acrobat,0,software,Neutral,other,0,Printing from Adobe Acrobat
2683,@AdobeCare Yes! Updated!,0,software,Positive,other,0,Yes! Updated!
2684,Nice but not my favorite https://t.co/8QrGyhKlL9,0,random_tweet,Negative,other,0,Nice but not my favorite
2685,@fduffy3 @BenFennell_NFL @gregcosell @Ike58Reese @JClarkNBCS This Packers fan says ‘Go Eagles!’,0,random_reply,Positive,other,0,This Packers fan says ‘Go Eagles!’
2686,Anybody know what this #Adobe error means? Holding up my AAF export today. #postchat @AdobeCare https://t.co/JCsEaJGLWT,1,software,Negative,sadness,4,Anybody know what this #Adobe error means?
2687,@AdobeCare Version 12.0.0. Tried on 2 machines. Not sure I understand your first question...my media and sequence are placed in bins...yes.,0,software,Negative,other,0,Version 12.0.0. Tried on 2 machines. Not sure I understand your first question...my media and sequence are placed in bins...yes.
2688,@AMWilliams47 Whenever you wanna come over! ��,0,random_reply,Neutral,joy,0,Whenever you wanna come over! ��
2689,@triedwfire @JGrassman Yes. TY both for your wise words.,0,random_reply,Positive,joy,0,Yes. TY both for your wise words.
2690,@AskFrontier when we first started using it around 9ish this am. it comes and goes....sarasota fruitville area,0,random_reply,Neutral,other,0,when we first started using it around 9ish this am. it comes and goes....sarasota fruitville area
2691,@hooviehams @hooviehams and we did.... Lol,0,random_reply,Positive,other,0,and we did.... Lol
2692,Update: he’s just blowing the leaves in the street around. Awesome.,0,random_reply,Positive,joy,0,he’s just blowing the leaves in the street around. Awesome.
2693,@MicrosoftHelps So I've re-run the troubleshooter and it says fixed but netflix still doesn't open. It goes to the logo screen and crashes.,1,software,negative,sadness,4,So I've re-run the troubleshooter and it says fixed but netflix still doesn't open. It goes to the logo screen and crashes.
2694,Not an Onion Onion story https://t.co/tC6VY6qvUp,0,random_tweet,Neutral,other,0,no cause
2695,"@MicrosoftHelps My goodness, can we have .msg support added to Outlook for Mac?",1,software,Positive,anger,1,"My goodness, can we have .msg support added to Outlook for Mac?"
2696,"@MicrosoftHelps i await ur response, in view of the fact that the details have been forwarded",1,software,Positive,other,1,"i await ur response, in view of the fact that the details have been forwarded"
2697,I'm not complaining but the only employment requirement for Zoup in Avon is apparently: does your ass look amazing… https://t.co/lNxTt1ZHmY,0,random_tweet,Negative,anger,0,I'm not complaining but the only employment requirement for Zoup in Avon is apparently: does your ass look amazing…
2698,"@MicrosoftHelps I'm trying to renew my ea access subscription but its not letting me, any help?",1,software,neutral,sadness,2,"I'm trying to renew my ea access subscription but its not letting me, any help?"
2699,@MicrosoftHelps Not seeing that option presently - but I might not be looking in the right place yet,1,software,Neutral,other,1,Not seeing that option presently - but I might not be looking in the right place yet
2700,@MicrosoftHelps how do i sync my egdge book marks with Edge on my phone?,0,software,Neutral,other,0,how do i sync my egdge book marks with Edge on my phone?
2701,"@Libertyville93 Also, “Conservative” is not synonymous with “Christian.” Please don’t confuse the two. Politics has… https://t.co/UokNrwKJkU",0,random_reply,negative,sadness,0,"Also, “Conservative” is not synonymous with “Christian.” Please don’t confuse the two. Politics has…"
2702,@MicrosoftHelps Why can't I add my Yahoo email account to Outlook!?!? I've tried everything!,1,software,Neutral,anger,1,Why can't I add my Yahoo email account to Outlook!?!? I've tried everything!
2703,"know yourself, know your worth ���� https://t.co/uoBIBfz1Lo",0,random_tweet,Positive,other,0,"know yourself, know your worth ����"
2704,My greatest accomplishment and proudest artistic work is the lighting for Your Fault I love it so much,0,random_tweet,Positive,joy,0,My greatest accomplishment and proudest artistic work is the lighting for Your Fault I love it so much
2705,@AskeBay No. and until now still can not connect,1,retail,Neutral,anger,2,No. and until now still can not connect
2706,"@ThomasWictor Now here's a female vocalist, Mariska Veres https://t.co/raJTUhXmn8",0,random_reply,Neutral,other,0,"Now here's a female vocalist, Mariska Veres"
2707,"@ToddJAwesome Don't be! But I know it is hard, I feel you... Just remember THE Awesome family ��Ya",0,random_reply,Positive,joy,0,"Don't be! But I know it is hard, I feel you... Just remember THE Awesome family ��Ya"
2708,@MicrosoftHelps This is what happened. https://t.co/EYuCW0U9u6,0,software,Neutral,other,0,This is what happened.
2709,"@MicrosoftHelps Win 10 Pro, Version 1709, OS Build 16299.15",0,software,Positive,other,0,"Win 10 Pro, Version 1709, OS Build 16299.15"
2710,@ryandroyd you guys are mirrored and i love it,0,random_reply,Positive,joy,0,you guys are mirrored and i love it
2711,"@RepCarbajal, why haven't you promised to vote for the CRA to overrule the FCC and save our #NetNeutrality rules? T… https://t.co/sTDj8jQMvj",0,random_tweet,neutral,other,0,why haven't you promised to vote for the CRA to overrule the FCC and save our #NetNeutrality rules?
2712,@SexualPanda I love that you can tell me about the writing because you’re a writer yourself. Haha random how people… https://t.co/zhjKrVzkNk,0,random_reply,Positive,other,0,I love that you can tell me about the writing because you’re a writer yourself. Haha random how people…
2713,@AskeBay I have been scammed on ebay and cannot find out how to contact you to attempt a resolution to the problem.,1,retail,Negative,sadness,1,I have been scammed on ebay and cannot find out how to contact you to attempt a resolution to the problem.
2714,@Experian_US Nininnni,0,random_reply,Neutral,other,0,Nininnni
2715,@AskeBay whats with brand limits for asian sellers (thailand) that don't seem to apply to other countries?????,1,retail,Neutral,anger,2,whats with brand limits for asian sellers (thailand) that don't seem to apply to other countries?
2716,@eBay_UK recommended postage cost DOUBLE on the item I sold! Customer services not helpful at all #nothappy,1,retail,Negative,anger,2,recommended postage cost DOUBLE on the item I sold! Customer services not helpful at all #nothappy
2717,@AskeBay Laura...just posted the information you requested.,0,retail,Neutral,other,0,Laura...just posted the information you requested.
2718,"I’m listening to 105.9 FM WMAL, Where Washington Comes To Talk ♫ #iHeartRadio #NowPlaying https://t.co/2RabswphnG",0,random_tweet,Neutral,other,0,"I’m listening to 105.9 FM WMAL, Where Washington Comes To Talk ♫ #iHeartRadio #NowPlaying"
2719,@AskeBay can you please reply to my DM. Thanks.,1,retail,Positive,other,1,can you please reply to my DM. 
2720,"The 2018 Fake Food Awards from Eat This, Not That! https://t.co/yrk6uPvoNm",0,random_tweet,Negative,other,0,"The 2018 Fake Food Awards from Eat This, Not That!"
2721,@PaigeVanzantUFC Does that mean you may inflict more damage now with that spinning back fist?!,0,random_reply,Negative,anger,0,Does that mean you may inflict more damage now with that spinning back fist?!
2722,@AskeBay Tried it again today and no problems. Thanks!,0,retail,Negative,joy,0,Tried it again today and no problems. Thanks!
2723,I've completed the daily quest in Paradise Island 2! #GameInsight #ParadiseIsland2 https://t.co/T7TEKwLD64,0,random_tweet,Positive,joy,0,I've completed the daily quest in Paradise Island 2! #GameInsight #ParadiseIsland2
2724,@samsanders @GraceandFrankie One of the best Netflix original series. Highly underrated.,0,random_reply,Positive,joy,0,One of the best Netflix original series. Highly underrated.
2725,Watch Gwaer and I duo on @Twitch https://t.co/ku2AXoD4PO,0,random_tweet,Neutral,other,0,Watch Gwaer and I duo on @Twitch
2726,@JonAcuff @Culligan27 He had burns on all 4 feet and ears. He was taken to a wildlife center. Got fixed up and was… https://t.co/V0QCIhvuc7,0,random_reply,Neutral,other,0,He had burns on all 4 feet and ears. He was taken to a wildlife center. Got fixed up and was…
2727,The giant squid taking one for the team and dragging him under. #Trumps1stYearAtHogwarts,0,random_tweet,Neutral,other,0,The giant squid taking one for the team and dragging him under.
2728,"These hard working individuals, who need the revenue from PAYING guests to pay their bills. It is the most annoying… https://t.co/JXwl6l9V1w",0,random_reply,Negative,anger,0,"These hard working individuals, who need the revenue from PAYING guests to pay their bills. It is the most annoying…"
2729,4 people followed me and 3 people unfollowed me // automatically checked by https://t.co/cvUtNgodDe,0,random_tweet,Neutral,other,0,4 people followed me and 3 people unfollowed me // automatically checked by
2730,@YasmineGalenorn So agree!,0,random_reply,Positive,other,0,So agree!
2731,"@TprPurdy @poe351 @TrooperBenKHP @TrooperBob_SCHP @KingofKSP That I do, dim my lights when another vehicle is approaching me",0,random_reply,Neutral,other,0,"That I do, dim my lights when another vehicle is approaching me"
2732,@eBay Would love to offer the items in my power seller account for #Bitcoin for those willing to pay.,0,retail,Positive,other,0,Would love to offer the items in my power seller account for #Bitcoin for those willing to pay.
2733,@eBay Great the government closed down and eBay did the same. #throttling #ebaykillingUSEconomy,1,retail,Positive,other,2,Great the government closed down and eBay did the same.
2734,@CoryBrandan had. had me laughing. i couldn't ignore the typo.,0,random_reply,Positive,joy,0,had. had me laughing. i couldn't ignore the typo.
2735,@DineshDSouza Probably safe to say almost every president since FDR does...,0,random_reply,Positive,other,0,Probably safe to say almost every president since FDR does...
2736,@SpanglerHannah Omg ily and miss you ��☹️,0,random_reply,Positive,sadness,0,Omg ily and miss you ��☹️
2737,"You may be quite enthusiastic about your future, but it seems ... More for Gemini https://t.co/XWs6cTrbJQ",0,random_tweet,Positive,other,0,"You may be quite enthusiastic about your future, but it seems ... More for Gemini"
2738,@sobore Good morning my friend!,0,random_reply,Positive,joy,0,Good morning my friend!
2739,It’s infuriating how many people don’t care or are happy that the government shut down. I need to get off Twitter.,0,random_tweet,negative,anger,0,It’s infuriating how many people don’t care or are happy that the government shut down. I need to get off Twitter.
2740,Now I want someone to do a country-western Chu Ci. They are the songs... of the South. Qu Yuan feat. Dixie Chicks! https://t.co/7vuXlDaBK0,0,random_tweet,Positive,other,0,Now I want someone to do a country-western Chu Ci. They are the songs... of the South. Qu Yuan feat. Dixie Chicks!
2741,I just registered for Tour De Life Ride 2018 using Race Roster. Join me - https://t.co/LfdGlrNquN,0,random_tweet,Positive,other,0,I just registered for Tour De Life Ride 2018 using Race Roster. 
2742,@latinasmoak @muslimsmoak @usuallyobsessed OMG!! I’ve been so busy the last couple days I didn’t see this and now I… https://t.co/FK3qllwxJ9,0,random_reply,Neutral,surprise,0,OMG!! I’ve been so busy the last couple days I didn’t see this and now I…
2743,Two grown adults making date night plans that consist of: -Dinner somewhere we have a gift card for -Getting my r… https://t.co/DMhdyXkEqB,0,random_tweet,Positive,other,0,Two grown adults making date night plans that consist of: -Dinner somewhere we have a gift card for -Getting my r…
2744,Now he’s imitating “people from Brooklyn” my people can’t catch a break w this guy,0,random_reply,Neutral,anger,0,Now he’s imitating “people from Brooklyn” my people can’t catch a break w this guy
2745,Thank you for putting #KindnessInAction! https://t.co/JZ9T40OwkJ via @glsen,0,random_tweet,Positive,joy,0,Thank you for putting #KindnessInAction!
2746,Help me win 20 Curve Digital games from https://t.co/GXwrAJr4lk! https://t.co/0HjKKpTnCf,0,random_tweet,Positive,other,0,no cause
2747,great hatha this morning @yogaworks,0,random_tweet,Positive,joy,0,great hatha this morning
2748,@SloanDereksloan @Lauren_Southern White is electronicsnically the absence of color,0,random_reply,Neutral,other,0,White is electronicsnically the absence of color
2749,@Matheatre_ This was such a fun show. Thank you,0,random_reply,Positive,joy,0,This was such a fun show. Thank you
2750,Looks tasty! Going to share with everyone I know #FebrezeONE #sponsored https://t.co/4AQI53npei,0,random_tweet,Positive,joy,0,Looks tasty! Going to share with everyone I know #FebrezeONE #sponsored
2751,@Dani_Bagshaw #youwouldntcometodenverwithme,0,random_reply,Neutral,other,0,#youwouldntcometodenverwithme
2752,I need to Use The Restroom but my new roommate has strangers over pls send help,0,random_tweet,Positive,sadness,0,I need to Use The Restroom but my new roommate has strangers over pls send help
2753,@jd35 This photo couldn’t look more staged,0,random_reply,Neutral,anger,0,This photo couldn’t look more staged
2754,It’s hard work I took a pole class once and almost died �� https://t.co/4Yd1MavpOc,0,random_tweet,Negative,other,0,It’s hard work I took a pole class once and almost died ��
2755,Follow me on instagram! Let me know that you came from my page! :) @that1hapagirl,0,random_tweet,Positive,joy,0,Follow me on instagram! Let me know that you came from my page! :)
2756,"@EAMaddenNFL can you explain to me why the game crashes during LVL, my team mate gets kicked out as the game won’t… https://t.co/Tw22Wefm9p",0,random_tweet,Neutral,anger,0,"can you explain to me why the game crashes during LVL, my team mate gets kicked out as the game won’t…"
2757,Maybe someday I’ll make it to Festival of the Arts...,0,random_tweet,Positive,other,0,Maybe someday I’ll make it to Festival of the Arts...
2758,I liked a @YouTube video https://t.co/s4XxNY8kyX Smart comedian DESTROY Feminism with FACTS,0,random_tweet,Positive,other,0,I liked a @YouTube video
2759,@zach_schmidt Is that the camera that shows me a live feed of the snow frozen to the back of my car when I am in reverse?,0,random_reply,Neutral,other,0,Is that the camera that shows me a live feed of the snow frozen to the back of my car when I am in reverse?
2760,@ck1983xx You're overly dressed in this one! LOL,0,random_reply,Positive,joy,0,You're overly dressed in this one! LOL
2761,@AllDaySportTalk “uncatchable but only because he was shoved out of bounds” man there’s always some bullshit excuse,0,random_reply,Negative,anger,0,“uncatchable but only because he was shoved out of bounds” man there’s always some bullshit excuse
